b1,b2,b3,b4,b5,mu_EI,mu_IR,rho,eta,tau,N,loglik,loglik.se,id
1.2748311959222507,0.039771764565310105,1.282130102496324,0.3660660852930266,0.9107108292507321,5.531728739707778,0.03632397178704616,0.41616228346100403,0.11985698310479337,0.09242755858799892,367601,-1126.84913842329,0.2035813641016893,2
1.4133968532656533,0.006991594514359061,1.5572216845363227,0.3953077711935536,1.028487466568769,2.7406496100206326,0.03283047776219786,0.4782090059689631,0.10236029854964859,0.09951214681574692,367601,-1129.369545321977,0.22298046106991765,2
1.5152374668519546,6.568474792200563e-4,1.6997199910688001,0.42211399966594965,1.1558838276517833,3.9598508755929878,0.03355661038053741,0.5281390752125186,0.09297788937250206,0.10053293705615812,367601,-1130.5650791237333,0.16061194732091796,2
21.537741559340674,0.026952302091604825,25.050196401913286,6.4126479472333955,18.145777102585512,0.03023821744762749,26.681115900294923,0.2623805933356753,0.18950520185986766,0.07025219460120424,367601,-1131.8681662619592,0.09600155931444236,3
22.045974099136657,5.6147151401759e-4,24.943712894356374,6.547614259876718,18.725179427632245,0.02966885859310302,53.79628420774308,0.2652058458049743,0.1875413899531185,0.07269189053785641,367601,-1131.894844704662,0.04911643863386911,3
21.91882271961959,0.0016766681705786468,24.606035365888854,6.601965202212364,18.23658813183778,0.029509318979361456,69.75441918676252,0.26283945304843165,0.19005676981865235,0.07153032871884389,367601,-1132.0066794911068,0.08841844517798089,2
1.1152130619999212,5.421923248148183e-4,0.9618538857142902,0.24149426803518714,0.6739419129772936,4.048729181135007,0.03124138509935076,0.3298502702161628,0.15231323271370148,0.0851069775192248,367601,-1132.0627472711753,0.1139103784902859,2
28.156957717577367,0.0011477410385505875,35.58239393266858,9.244914595164538,27.304601606478816,0.029124189840841405,80.95494274695085,0.367836861124099,0.13194154137089698,0.10217057814987779,367601,-1132.1346360522107,0.12249718994061988,2
25.471781749524084,0.011731322731729778,31.295538734261804,7.6464975788856195,23.52789598362052,0.02937863642455589,15.119753555283365,0.3134190695612421,0.15511260394111745,0.08403239036248215,367601,-1132.209048188393,0.11047175200501025,2
20.181512390531605,1.1529747691643875,24.07735424705495,7.076014491032385,18.496381097076277,0.03629577484833606,68.75752072886203,0.2990663371630496,0.16735165043046432,0.07470145978055881,367601,-1132.3448057859828,0.08876017164516427,2
